Layout,Cups_Remaining,Aimed_Cup,P_Hit_Target,P_Hit_Any,P_Miss,Other_Cups_Hit_Distribution
triangle_front,"[1, 2, 4, 6, 7, 8, 9]",4,0.323,0.59,0.41000000000000003,"1:0.081,2:0.069,7:0.057,8:0.060"
triangle_front,"[1, 2, 4, 6, 7, 8, 9]",6,0.323,0.337,0.663,7:0.014
triangle_front,"[1, 2, 4, 6, 7, 8, 9]",7,0.323,0.443,0.5569999999999999,"1:0.020,4:0.069,6:0.017,8:0.014"
triangle_front,"[1, 2, 4, 6, 7, 8, 9]",8,0.323,0.456,0.544,"1:0.001,2:0.020,4:0.081,7:0.017,9:0.014"
triangle_front,"[1, 2, 4, 6, 7, 8, 9]",9,0.323,0.341,0.659,"2:0.001,8:0.017"
triangle_front,"[1, 2, 5, 6, 7, 8, 9]",1,0.323,0.351,0.649,"2:0.014,7:0.011,8:0.003"
triangle_front,"[1, 2, 5, 6, 7, 8, 9]",2,0.323,0.414,0.5860000000000001,"1:0.017,5:0.060,8:0.011,9:0.003"
triangle_front,"[1, 2, 5, 6, 7, 8, 9]",5,0.323,0.521,0.479,"2:0.081,8:0.057,9:0.060"
triangle_front,"[1, 2, 5, 6, 7, 8, 9]",6,0.323,0.337,0.663,7:0.014
triangle_front,"[1, 2, 5, 6, 7, 8, 9]",7,0.323,0.374,0.626,"1:0.020,6:0.017,8:0.014"
triangle_front,"[1, 2, 5, 6, 7, 8, 9]",8,0.323,0.444,0.556,"1:0.001,2:0.020,5:0.069,7:0.017,9:0.014"
triangle_front,"[1, 2, 5, 6, 7, 8, 9]",9,0.323,0.422,0.5780000000000001,"2:0.001,5:0.081,8:0.017"
triangle_front,"[1, 3, 4, 5, 6, 7, 8]",1,0.323,0.454,0.546,"3:0.057,4:0.060,7:0.011,8:0.003"
triangle_front,"[1, 3, 4, 5, 6, 7, 8]",3,0.323,0.523,0.477,"1:0.069,4:0.014,6:0.057,7:0.060"
triangle_front,"[1, 3, 4, 5, 6, 7, 8]",4,0.323,0.552,0.44799999999999995,"1:0.081,3:0.017,5:0.014,7:0.057,8:0.060"
triangle_front,"[1, 3, 4, 5, 6, 7, 8]",5,0.323,0.397,0.603,"4:0.017,8:0.057"
triangle_front,"[1, 3, 4, 5, 6, 7, 8]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[1, 3, 4, 5, 6, 7, 8]",7,0.323,0.524,0.476,"1:0.020,3:0.081,4:0.069,6:0.017,8:0.014"
triangle_front,"[1, 3, 4, 5, 6, 7, 8]",8,0.323,0.491,0.509,"1:0.001,4:0.081,5:0.069,7:0.017"
triangle_front,"[1, 3, 4, 5, 6, 7, 9]",1,0.323,0.451,0.5489999999999999,"3:0.057,4:0.060,7:0.011"
triangle_front,"[1, 3, 4, 5, 6, 7, 9]",3,0.323,0.523,0.477,"1:0.069,4:0.014,6:0.057,7:0.060"
triangle_front,"[1, 3, 4, 5, 6, 7, 9]",4,0.323,0.492,0.508,"1:0.081,3:0.017,5:0.014,7:0.057"
triangle_front,"[1, 3, 4, 5, 6, 7, 9]",5,0.323,0.4,0.6,"4:0.017,9:0.060"
triangle_front,"[1, 3, 4, 5, 6, 7, 9]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[1, 3, 4, 5, 6, 7, 9]",7,0.323,0.51,0.49,"1:0.020,3:0.081,4:0.069,6:0.017"
triangle_front,"[1, 3, 4, 5, 6, 7, 9]",9,0.323,0.404,0.596,5:0.081
triangle_front,"[1, 3, 4, 5, 6, 8, 9]",1,0.323,0.443,0.5569999999999999,"3:0.057,4:0.060,8:0.003"
triangle_front,"[1, 3, 4, 5, 6, 8, 9]",3,0.323,0.463,0.5369999999999999,"1:0.069,4:0.014,6:0.057"
triangle_front,"[1, 3, 4, 5, 6, 8, 9]",4,0.323,0.495,0.505,"1:0.081,3:0.017,5:0.014,8:0.060"
triangle_front,"[1, 3, 4, 5, 6, 8, 9]",5,0.323,0.457,0.5429999999999999,"4:0.017,8:0.057,9:0.060"
triangle_front,"[1, 3, 4, 5, 6, 8, 9]",6,0.323,0.392,0.608,3:0.069
triangle_front,"[1, 3, 4, 5, 6, 8, 9]",8,0.323,0.488,0.512,"1:0.001,4:0.081,5:0.069,9:0.014"
triangle_front,"[1, 3, 4, 5, 6, 8, 9]",9,0.323,0.421,0.579,"5:0.081,8:0.017"
triangle_front,"[1, 3, 4, 5, 7, 8, 9]",1,0.323,0.454,0.546,"3:0.057,4:0.060,7:0.011,8:0.003"
triangle_front,"[1, 3, 4, 5, 7, 8, 9]",3,0.323,0.466,0.534,"1:0.069,4:0.014,7:0.060"
triangle_front,"[1, 3, 4, 5, 7, 8, 9]",4,0.323,0.552,0.44799999999999995,"1:0.081,3:0.017,5:0.014,7:0.057,8:0.060"
triangle_front,"[1, 3, 4, 5, 7, 8, 9]",5,0.323,0.457,0.5429999999999999,"4:0.017,8:0.057,9:0.060"
triangle_front,"[1, 3, 4, 5, 7, 8, 9]",7,0.323,0.507,0.493,"1:0.020,3:0.081,4:0.069,8:0.014"
triangle_front,"[1, 3, 4, 5, 7, 8, 9]",8,0.323,0.505,0.495,"1:0.001,4:0.081,5:0.069,7:0.017,9:0.014"
triangle_front,"[1, 3, 4, 5, 7, 8, 9]",9,0.323,0.421,0.579,"5:0.081,8:0.017"
triangle_front,"[1, 3, 4, 6, 7, 8, 9]",1,0.323,0.454,0.546,"3:0.057,4:0.060,7:0.011,8:0.003"
triangle_front,"[1, 3, 4, 6, 7, 8, 9]",3,0.323,0.523,0.477,"1:0.069,4:0.014,6:0.057,7:0.060"
triangle_front,"[1, 3, 4, 6, 7, 8, 9]",4,0.323,0.538,0.46199999999999997,"1:0.081,3:0.017,7:0.057,8:0.060"
triangle_front,"[1, 3, 4, 6, 7, 8, 9]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[1, 3, 4, 6, 7, 8, 9]",7,0.323,0.524,0.476,"1:0.020,3:0.081,4:0.069,6:0.017,8:0.014"
triangle_front,"[1, 3, 4, 6, 7, 8, 9]",8,0.323,0.436,0.5640000000000001,"1:0.001,4:0.081,7:0.017,9:0.014"
triangle_front,"[1, 3, 4, 6, 7, 8, 9]",9,0.323,0.34,0.6599999999999999,8:0.017
triangle_front,"[1, 3, 5, 6, 7, 8, 9]",1,0.323,0.394,0.606,"3:0.057,7:0.011,8:0.003"
triangle_front,"[1, 3, 5, 6, 7, 8, 9]",3,0.323,0.509,0.491,"1:0.069,6:0.057,7:0.060"
triangle_front,"[1, 3, 5, 6, 7, 8, 9]",5,0.323,0.44,0.56,"8:0.057,9:0.060"
triangle_front,"[1, 3, 5, 6, 7, 8, 9]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[1, 3, 5, 6, 7, 8, 9]",7,0.323,0.455,0.5449999999999999,"1:0.020,3:0.081,6:0.017,8:0.014"
triangle_front,"[1, 3, 5, 6, 7, 8, 9]",8,0.323,0.424,0.5760000000000001,"1:0.001,5:0.069,7:0.017,9:0.014"
triangle_front,"[1, 3, 5, 6, 7, 8, 9]",9,0.323,0.421,0.579,"5:0.081,8:0.017"
triangle_front,"[1, 4, 5, 6, 7, 8, 9]",1,0.323,0.397,0.603,"4:0.060,7:0.011,8:0.003"
triangle_front,"[1, 4, 5, 6, 7, 8, 9]",4,0.323,0.535,0.46499999999999997,"1:0.081,5:0.014,7:0.057,8:0.060"
triangle_front,"[1, 4, 5, 6, 7, 8, 9]",5,0.323,0.457,0.5429999999999999,"4:0.017,8:0.057,9:0.060"
triangle_front,"[1, 4, 5, 6, 7, 8, 9]",6,0.323,0.337,0.663,7:0.014
triangle_front,"[1, 4, 5, 6, 7, 8, 9]",7,0.323,0.443,0.5569999999999999,"1:0.020,4:0.069,6:0.017,8:0.014"
triangle_front,"[1, 4, 5, 6, 7, 8, 9]",8,0.323,0.505,0.495,"1:0.001,4:0.081,5:0.069,7:0.017,9:0.014"
triangle_front,"[1, 4, 5, 6, 7, 8, 9]",9,0.323,0.421,0.579,"5:0.081,8:0.017"
triangle_front,"[2, 3, 4, 5, 6, 7, 8]",2,0.323,0.451,0.5489999999999999,"4:0.057,5:0.060,8:0.011"
triangle_front,"[2, 3, 4, 5, 6, 7, 8]",3,0.323,0.454,0.546,"4:0.014,6:0.057,7:0.060"
triangle_front,"[2, 3, 4, 5, 6, 7, 8]",4,0.323,0.54,0.45999999999999996,"2:0.069,3:0.017,5:0.014,7:0.057,8:0.060"
triangle_front,"[2, 3, 4, 5, 6, 7, 8]",5,0.323,0.478,0.522,"2:0.081,4:0.017,8:0.057"
triangle_front,"[2, 3, 4, 5, 6, 7, 8]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[2, 3, 4, 5, 6, 7, 8]",7,0.323,0.504,0.496,"3:0.081,4:0.069,6:0.017,8:0.014"
triangle_front,"[2, 3, 4, 5, 6, 7, 8]",8,0.323,0.51,0.49,"2:0.020,4:0.081,5:0.069,7:0.017"
triangle_front,"[2, 3, 4, 5, 6, 7, 9]",2,0.323,0.443,0.5569999999999999,"4:0.057,5:0.060,9:0.003"
triangle_front,"[2, 3, 4, 5, 6, 7, 9]",3,0.323,0.454,0.546,"4:0.014,6:0.057,7:0.060"
triangle_front,"[2, 3, 4, 5, 6, 7, 9]",4,0.323,0.48,0.52,"2:0.069,3:0.017,5:0.014,7:0.057"
triangle_front,"[2, 3, 4, 5, 6, 7, 9]",5,0.323,0.481,0.519,"2:0.081,4:0.017,9:0.060"
triangle_front,"[2, 3, 4, 5, 6, 7, 9]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[2, 3, 4, 5, 6, 7, 9]",7,0.323,0.49,0.51,"3:0.081,4:0.069,6:0.017"
triangle_front,"[2, 3, 4, 5, 6, 7, 9]",9,0.323,0.405,0.595,"2:0.001,5:0.081"
triangle_front,"[2, 3, 4, 5, 6, 8, 9]",2,0.323,0.454,0.546,"4:0.057,5:0.060,8:0.011,9:0.003"
triangle_front,"[2, 3, 4, 5, 6, 8, 9]",3,0.323,0.394,0.606,"4:0.014,6:0.057"
triangle_front,"[2, 3, 4, 5, 6, 8, 9]",4,0.323,0.483,0.517,"2:0.069,3:0.017,5:0.014,8:0.060"
triangle_front,"[2, 3, 4, 5, 6, 8, 9]",5,0.323,0.538,0.46199999999999997,"2:0.081,4:0.017,8:0.057,9:0.060"
triangle_front,"[2, 3, 4, 5, 6, 8, 9]",6,0.323,0.392,0.608,3:0.069
triangle_front,"[2, 3, 4, 5, 6, 8, 9]",8,0.323,0.507,0.493,"2:0.020,4:0.081,5:0.069,9:0.014"
triangle_front,"[2, 3, 4, 5, 6, 8, 9]",9,0.323,0.422,0.5780000000000001,"2:0.001,5:0.081,8:0.017"
triangle_front,"[2, 3, 4, 5, 7, 8, 9]",2,0.323,0.454,0.546,"4:0.057,5:0.060,8:0.011,9:0.003"
triangle_front,"[2, 3, 4, 5, 7, 8, 9]",3,0.323,0.397,0.603,"4:0.014,7:0.060"
triangle_front,"[2, 3, 4, 5, 7, 8, 9]",4,0.323,0.54,0.45999999999999996,"2:0.069,3:0.017,5:0.014,7:0.057,8:0.060"
triangle_front,"[2, 3, 4, 5, 7, 8, 9]",5,0.323,0.538,0.46199999999999997,"2:0.081,4:0.017,8:0.057,9:0.060"
triangle_front,"[2, 3, 4, 5, 7, 8, 9]",7,0.323,0.487,0.513,"3:0.081,4:0.069,8:0.014"
triangle_front,"[2, 3, 4, 5, 7, 8, 9]",8,0.323,0.524,0.476,"2:0.020,4:0.081,5:0.069,7:0.017,9:0.014"
triangle_front,"[2, 3, 4, 5, 7, 8, 9]",9,0.323,0.422,0.5780000000000001,"2:0.001,5:0.081,8:0.017"
triangle_front,"[2, 3, 4, 6, 7, 8, 9]",2,0.323,0.394,0.606,"4:0.057,8:0.011,9:0.003"
triangle_front,"[2, 3, 4, 6, 7, 8, 9]",3,0.323,0.454,0.546,"4:0.014,6:0.057,7:0.060"
triangle_front,"[2, 3, 4, 6, 7, 8, 9]",4,0.323,0.526,0.474,"2:0.069,3:0.017,7:0.057,8:0.060"
triangle_front,"[2, 3, 4, 6, 7, 8, 9]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[2, 3, 4, 6, 7, 8, 9]",7,0.323,0.504,0.496,"3:0.081,4:0.069,6:0.017,8:0.014"
triangle_front,"[2, 3, 4, 6, 7, 8, 9]",8,0.323,0.455,0.5449999999999999,"2:0.020,4:0.081,7:0.017,9:0.014"
triangle_front,"[2, 3, 4, 6, 7, 8, 9]",9,0.323,0.341,0.659,"2:0.001,8:0.017"
triangle_front,"[2, 3, 5, 6, 7, 8, 9]",2,0.323,0.397,0.603,"5:0.060,8:0.011,9:0.003"
triangle_front,"[2, 3, 5, 6, 7, 8, 9]",3,0.323,0.44,0.56,"6:0.057,7:0.060"
triangle_front,"[2, 3, 5, 6, 7, 8, 9]",5,0.323,0.521,0.479,"2:0.081,8:0.057,9:0.060"
triangle_front,"[2, 3, 5, 6, 7, 8, 9]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[2, 3, 5, 6, 7, 8, 9]",7,0.323,0.435,0.565,"3:0.081,6:0.017,8:0.014"
triangle_front,"[2, 3, 5, 6, 7, 8, 9]",8,0.323,0.443,0.5569999999999999,"2:0.020,5:0.069,7:0.017,9:0.014"
triangle_front,"[2, 3, 5, 6, 7, 8, 9]",9,0.323,0.422,0.5780000000000001,"2:0.001,5:0.081,8:0.017"
triangle_front,"[2, 4, 5, 6, 7, 8, 9]",2,0.323,0.454,0.546,"4:0.057,5:0.060,8:0.011,9:0.003"
triangle_front,"[2, 4, 5, 6, 7, 8, 9]",4,0.323,0.523,0.477,"2:0.069,5:0.014,7:0.057,8:0.060"
triangle_front,"[2, 4, 5, 6, 7, 8, 9]",5,0.323,0.538,0.46199999999999997,"2:0.081,4:0.017,8:0.057,9:0.060"
triangle_front,"[2, 4, 5, 6, 7, 8, 9]",6,0.323,0.337,0.663,7:0.014
triangle_front,"[2, 4, 5, 6, 7, 8, 9]",7,0.323,0.423,0.577,"4:0.069,6:0.017,8:0.014"
triangle_front,"[2, 4, 5, 6, 7, 8, 9]",8,0.323,0.524,0.476,"2:0.020,4:0.081,5:0.069,7:0.017,9:0.014"
triangle_front,"[2, 4, 5, 6, 7, 8, 9]",9,0.323,0.422,0.5780000000000001,"2:0.001,5:0.081,8:0.017"
triangle_front,"[3, 4, 5, 6, 7, 8, 9]",3,0.323,0.454,0.546,"4:0.014,6:0.057,7:0.060"
triangle_front,"[3, 4, 5, 6, 7, 8, 9]",4,0.323,0.471,0.529,"3:0.017,5:0.014,7:0.057,8:0.060"
triangle_front,"[3, 4, 5, 6, 7, 8, 9]",5,0.323,0.457,0.5429999999999999,"4:0.017,8:0.057,9:0.060"
triangle_front,"[3, 4, 5, 6, 7, 8, 9]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[3, 4, 5, 6, 7, 8, 9]",7,0.323,0.504,0.496,"3:0.081,4:0.069,6:0.017,8:0.014"
triangle_front,"[3, 4, 5, 6, 7, 8, 9]",8,0.323,0.504,0.496,"4:0.081,5:0.069,7:0.017,9:0.014"
triangle_front,"[3, 4, 5, 6, 7, 8, 9]",9,0.323,0.421,0.579,"5:0.081,8:0.017"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 7]",0,0.323,0.454,0.546,"1:0.057,2:0.060,4:0.011,5:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 7]",1,0.323,0.534,0.46599999999999997,"0:0.069,2:0.014,3:0.057,4:0.060,7:0.011"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 7]",2,0.323,0.538,0.46199999999999997,"0:0.081,1:0.017,4:0.057,5:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 7]",3,0.323,0.523,0.477,"1:0.069,4:0.014,6:0.057,7:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 7]",4,0.323,0.581,0.41900000000000004,"0:0.020,1:0.081,2:0.069,3:0.017,5:0.014,7:0.057"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 7]",5,0.323,0.422,0.5780000000000001,"0:0.001,2:0.081,4:0.017"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 7]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 7]",7,0.323,0.51,0.49,"1:0.020,3:0.081,4:0.069,6:0.017"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 8]",0,0.323,0.454,0.546,"1:0.057,2:0.060,4:0.011,5:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 8]",1,0.323,0.526,0.474,"0:0.069,2:0.014,3:0.057,4:0.060,8:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 8]",2,0.323,0.549,0.45099999999999996,"0:0.081,1:0.017,4:0.057,5:0.060,8:0.011"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 8]",3,0.323,0.463,0.5369999999999999,"1:0.069,4:0.014,6:0.057"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 8]",4,0.323,0.584,0.41600000000000004,"0:0.020,1:0.081,2:0.069,3:0.017,5:0.014,8:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 8]",5,0.323,0.479,0.521,"0:0.001,2:0.081,4:0.017,8:0.057"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 8]",6,0.323,0.392,0.608,3:0.069
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 8]",8,0.323,0.494,0.506,"1:0.001,2:0.020,4:0.081,5:0.069"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 9]",0,0.323,0.454,0.546,"1:0.057,2:0.060,4:0.011,5:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 9]",1,0.323,0.523,0.477,"0:0.069,2:0.014,3:0.057,4:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 9]",2,0.323,0.541,0.45899999999999996,"0:0.081,1:0.017,4:0.057,5:0.060,9:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 9]",3,0.323,0.463,0.5369999999999999,"1:0.069,4:0.014,6:0.057"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 9]",4,0.323,0.524,0.476,"0:0.020,1:0.081,2:0.069,3:0.017,5:0.014"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 9]",5,0.323,0.482,0.518,"0:0.001,2:0.081,4:0.017,9:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 9]",6,0.323,0.392,0.608,3:0.069
triangle_front,"[0, 1, 2, 3, 4, 5, 6, 9]",9,0.323,0.405,0.595,"2:0.001,5:0.081"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 8]",0,0.323,0.454,0.546,"1:0.057,2:0.060,4:0.011,5:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 8]",1,0.323,0.537,0.46299999999999997,"0:0.069,2:0.014,3:0.057,4:0.060,7:0.011,8:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 8]",2,0.323,0.549,0.45099999999999996,"0:0.081,1:0.017,4:0.057,5:0.060,8:0.011"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 8]",3,0.323,0.466,0.534,"1:0.069,4:0.014,7:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 8]",4,0.323,0.641,0.359,"0:0.020,1:0.081,2:0.069,3:0.017,5:0.014,7:0.057,8:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 8]",5,0.323,0.479,0.521,"0:0.001,2:0.081,4:0.017,8:0.057"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 8]",7,0.323,0.507,0.493,"1:0.020,3:0.081,4:0.069,8:0.014"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 8]",8,0.323,0.511,0.489,"1:0.001,2:0.020,4:0.081,5:0.069,7:0.017"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 9]",0,0.323,0.454,0.546,"1:0.057,2:0.060,4:0.011,5:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 9]",1,0.323,0.534,0.46599999999999997,"0:0.069,2:0.014,3:0.057,4:0.060,7:0.011"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 9]",2,0.323,0.541,0.45899999999999996,"0:0.081,1:0.017,4:0.057,5:0.060,9:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 9]",3,0.323,0.466,0.534,"1:0.069,4:0.014,7:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 9]",4,0.323,0.581,0.41900000000000004,"0:0.020,1:0.081,2:0.069,3:0.017,5:0.014,7:0.057"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 9]",5,0.323,0.482,0.518,"0:0.001,2:0.081,4:0.017,9:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 9]",7,0.323,0.493,0.507,"1:0.020,3:0.081,4:0.069"
triangle_front,"[0, 1, 2, 3, 4, 5, 7, 9]",9,0.323,0.405,0.595,"2:0.001,5:0.081"
triangle_front,"[0, 1, 2, 3, 4, 5, 8, 9]",0,0.323,0.454,0.546,"1:0.057,2:0.060,4:0.011,5:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 8, 9]",1,0.323,0.526,0.474,"0:0.069,2:0.014,3:0.057,4:0.060,8:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 8, 9]",2,0.323,0.552,0.44799999999999995,"0:0.081,1:0.017,4:0.057,5:0.060,8:0.011,9:0.003"
triangle_front,"[0, 1, 2, 3, 4, 5, 8, 9]",3,0.323,0.406,0.594,"1:0.069,4:0.014"
triangle_front,"[0, 1, 2, 3, 4, 5, 8, 9]",4,0.323,0.584,0.41600000000000004,"0:0.020,1:0.081,2:0.069,3:0.017,5:0.014,8:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 8, 9]",5,0.323,0.539,0.46099999999999997,"0:0.001,2:0.081,4:0.017,8:0.057,9:0.060"
triangle_front,"[0, 1, 2, 3, 4, 5, 8, 9]",8,0.323,0.508,0.492,"1:0.001,2:0.020,4:0.081,5:0.069,9:0.014"
triangle_front,"[0, 1, 2, 3, 4, 5, 8, 9]",9,0.323,0.422,0.5780000000000001,"2:0.001,5:0.081,8:0.017"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 8]",0,0.323,0.451,0.5489999999999999,"1:0.057,2:0.060,4:0.011"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 8]",1,0.323,0.537,0.46299999999999997,"0:0.069,2:0.014,3:0.057,4:0.060,7:0.011,8:0.003"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 8]",2,0.323,0.489,0.511,"0:0.081,1:0.017,4:0.057,8:0.011"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 8]",3,0.323,0.523,0.477,"1:0.069,4:0.014,6:0.057,7:0.060"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 8]",4,0.323,0.627,0.373,"0:0.020,1:0.081,2:0.069,3:0.017,7:0.057,8:0.060"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 8]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 8]",7,0.323,0.524,0.476,"1:0.020,3:0.081,4:0.069,6:0.017,8:0.014"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 8]",8,0.323,0.442,0.558,"1:0.001,2:0.020,4:0.081,7:0.017"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 9]",0,0.323,0.451,0.5489999999999999,"1:0.057,2:0.060,4:0.011"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 9]",1,0.323,0.534,0.46599999999999997,"0:0.069,2:0.014,3:0.057,4:0.060,7:0.011"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 9]",2,0.323,0.481,0.519,"0:0.081,1:0.017,4:0.057,9:0.003"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 9]",3,0.323,0.523,0.477,"1:0.069,4:0.014,6:0.057,7:0.060"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 9]",4,0.323,0.567,0.43300000000000005,"0:0.020,1:0.081,2:0.069,3:0.017,7:0.057"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 9]",6,0.323,0.406,0.594,"3:0.069,7:0.014"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 9]",7,0.323,0.51,0.49,"1:0.020,3:0.081,4:0.069,6:0.017"
triangle_front,"[0, 1, 2, 3, 4, 6, 7, 9]",9,0.323,0.324,0.6759999999999999,2:0.001
triangle_front,"[0, 1, 2, 3, 4, 6, 8, 9]",0,0.323,0.451,0.5489999999999999,"1:0.057,2:0.060,4:0.011"
triangle_front,"[0, 1, 2, 3, 4, 6, 8, 9]",1,0.323,0.526,0.474,"0:0.069,2:0.014,3:0.057,4:0.060,8:0.003"
triangle_front,"[0, 1, 2, 3, 4, 6, 8, 9]",2,0.323,0.492,0.508,"0:0.081,1:0.017,4:0.057,8:0.011,9:0.003"
triangle_front,"[0, 1, 2, 3, 4, 6, 8, 9]",3,0.323,0.463,0.5369999999999999,"1:0.069,4:0.014,6:0.057"
triangle_front,"[0, 1, 2, 3, 4, 6, 8, 9]",4,0.323,0.57,0.43000000000000005,"0:0.020,1:0.081,2:0.069,3:0.017,8:0.060"
triangle_front,"[0, 1, 2, 3, 4, 6, 8, 9]",6,0.323,0.392,0.608,3:0.069
triangle_front,"[0, 1, 2, 3, 4, 6, 8, 9]",8,0.323,0.439,0.5609999999999999,"1:0.001,2:0.020,4:0.081,9:0.014"
triangle_front,"[0, 1, 2, 3, 4, 6, 8, 9]",9,0.323,0.341,0.659,"2:0.001,8:0.017"
triangle_front,"[0, 1, 2, 3, 4, 7, 8, 9]",0,0.323,0.451,0.5489999999999999,"1:0.057,2:0.060,4:0.011"
triangle_front,"[0, 1, 2, 3, 4, 7, 8, 9]",1,0.323,0.537,0.46299999999999997,"0:0.069,2:0.014,3:0.057,4:0.060,7:0.011,8:0.003"
triangle_front,"[0, 1, 2, 3, 4, 7, 8, 9]",2,0.323,0.492,0.508,"0:0.081,1:0.017,4:0.057,8:0.011,9:0.003"
triangle_front,"[0, 1, 2, 3, 4, 7, 8, 9]",3,0.323,0.466,0.534,"1:0.069,4:0.014,7:0.060"
triangle_front,"[0, 1, 2, 3, 4, 7, 8, 9]",4,0.323,0.627,0.373,"0:0.020,1:0.081,2:0.069,3:0.017,7:0.057,8:0.060"
triangle_front,"[0, 1, 2, 3, 4, 7, 8, 9]",7,0.323,0.507,0.493,"1:0.020,3:0.081,4:0.069,8:0.014"
triangle_front,"[0, 1, 2, 3, 4, 7, 8, 9]",8,0.323,0.456,0.544,"1:0.001,2:0.020,4:0.081,7:0.017,9:0.014"
triangle_front,"[0, 1, 2, 3, 4, 7, 8, 9]",9,0.323,0.341,0.659,"2:0.001,8:0.017"
triangle_front,"[0, 1, 2, 3, 5, 6, 7, 8]",0,0.323,0.443,0.5569999999999999,"1:0.057,2:0.060,5:0.003"
triangle_front,"[0, 1, 2, 3, 5, 6, 7, 8]",1,0.323,0.477,0.523,"0:0.069,2:0.014,3:0.057,7:0.011,8:0.003"
triangle_front,"[0, 1, 2, 3, 5, 6, 7, 8]",2,0.323,0.492,0.508,"0:0.081,1:0.017,5:0.060,8:0.011"
triangle_front,"[0, 1, 2, 3, 5, 6, 7, 8]",3,0.323,0.509,0.491,"1:0.069,6:0.057,7:0.060"
triangle_front,"[0, 1, 2, 3, 5, 6, 7, 8]",5,0.323,0.462,0.538,"0:0.001,2:0.081,8:0.057"
